episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
520,1.0,0.32256680633116513,2.6910255097686986,-84.04819936188576,0.0,1.0,4,0.0,False,True,0.6071088656499882,1,23.11822180235112,7331.127,prepare,0.0
520,2.0,0.3224223546894472,2.691265126525691,-84.03015755280524,0.0,1.0,4,32.300640010033575,False,True,0.6060128002006716,1,23.11822180235112,7331.191,in_progress,0.0
520,3.0,0.3232182976716358,2.6868268388241696,-83.94493637357924,0.0,1.0,4,22.84885287533912,False,True,0.6254655862601736,1,23.11822180235112,7331.255,in_progress,0.0
520,4.0,0.3258940024164105,2.66891433398615,-83.79063753859651,30.0,1.5,9,20.64658645421962,False,True,0.7038634581687847,1,23.11822180235112,7331.323,in_progress,0.0
520,5.0,0.3323024579353824,2.637503970288751,-83.10220434593771,15.0,1.0,6,18.84566545683202,False,True,0.8422832728416011,1,23.11822180235112,7331.393,in_progress,0.0
520,6.0,0.3428252207581088,2.589741195344131,-81.9974329959882,-15.0,1.0,2,19.553997086075576,False,True,1.0532398251645345,2,23.11822180235112,7331.456,in_progress,0.0
520,7.0,0.3549856380675919,2.5333911480515914,-81.08408168876333,15.0,1.0,6,20.599559770939123,False,True,1.3019691839657386,2,23.11822180235112,7331.521,in_progress,0.0
520,8.0,0.36914810554988714,2.47504728667319,-79.99306300921451,0.0,1.0,4,21.54134953281311,False,True,1.563307962625049,2,23.11822180235112,7331.592,in_progress,0.0
520,9.0,0.38430613409943915,2.408145628056094,-79.27617042954385,-15.0,1.0,2,22.66480066776868,False,True,1.8598320600991813,3,23.11822180235112,7331.659,in_progress,0.0
520,10.0,0.3973653500278123,2.3408354658779813,-79.22185021386969,-15.0,1.5,3,24.84106862257983,False,True,2.1591068622579828,3,23.11822180235112,7331.723,in_progress,0.0
520,11.0,0.408221803990408,2.2778812594327746,-79.51098066978723,0.0,1.0,4,24.136482537499187,False,True,2.4350130791249107,4,23.11822180235112,7331.781,in_progress,0.0
520,12.0,0.4178060327562874,2.1996439745833385,-80.62975534995908,-15.0,1.0,2,25.1202460918114,False,True,2.774429531017368,4,23.11822180235112,7331.861,in_progress,0.0
